trial,model,successful_valid_response,first_try_valid,retries_needed,attempts_used,total_hallucinations_seen_across_attempts,first_attempt_hallucinations,final_hallucinations,token_limit_exceeded,final_duplicate_count
58,normal_apple,1,1,0,1,0,0,0,0,0
58,rag_apple,1,1,0,1,0,0,0,0,0
59,normal_apple,0,0,5,6,0,0,0,0,0
59,rag_apple,1,1,0,1,0,0,0,0,0
60,normal_apple,1,1,0,1,0,0,0,0,0
60,rag_apple,1,1,0,1,0,0,0,0,0
61,normal_apple,1,1,0,1,0,0,0,0,0
61,rag_apple,1,0,1,2,1,1,0,0,0
62,normal_apple,1,1,0,1,0,0,0,0,0
62,rag_apple,1,0,1,2,1,1,0,0,0
63,normal_apple,1,1,0,1,0,0,0,0,0
63,rag_apple,1,1,0,1,0,0,0,0,0
64,normal_apple,0,0,5,6,6,1,1,0,0
64,rag_apple,1,1,0,1,0,0,0,0,0
65,normal_apple,1,0,1,2,1,1,0,0,0
65,rag_apple,1,1,0,1,0,0,0,0,0
66,normal_apple,1,1,0,1,0,0,0,0,0
66,rag_apple,1,0,1,2,1,1,0,0,0
67,normal_apple,1,0,1,2,1,1,0,0,0
67,rag_apple,1,1,0,1,0,0,0,0,0
68,normal_apple,0,0,5,6,0,0,0,0,0
68,rag_apple,1,1,0,1,0,0,0,0,0
69,normal_apple,1,0,1,2,0,0,0,0,0
69,rag_apple,1,0,1,2,1,1,0,0,0
70,normal_apple,1,1,0,1,0,0,0,0,0
70,rag_apple,1,1,0,1,0,0,0,0,0
71,normal_apple,1,1,0,1,0,0,0,0,0
71,rag_apple,1,1,0,1,0,0,0,0,0
72,normal_apple,0,0,5,6,0,0,0,1,0
72,rag_apple,0,0,5,6,6,1,1,0,0
73,normal_apple,1,1,0,1,0,0,0,0,0
73,rag_apple,1,1,0,1,0,0,0,0,0
74,normal_apple,1,1,0,1,0,0,0,0,0
74,rag_apple,1,0,1,2,1,1,0,0,0
75,normal_apple,1,1,0,1,0,0,0,0,0
75,rag_apple,1,1,0,1,0,0,0,0,0
76,normal_apple,1,1,0,1,0,0,0,0,0
76,rag_apple,1,0,1,2,1,1,0,0,0
77,normal_apple,1,0,1,2,0,0,0,0,0
77,rag_apple,1,0,3,4,3,1,0,0,0
78,normal_apple,1,1,0,1,0,0,0,0,0
78,rag_apple,1,0,1,2,1,1,0,0,0
79,normal_apple,1,0,1,2,0,0,0,0,0
79,rag_apple,1,1,0,1,0,0,0,0,0
80,normal_apple,1,1,0,1,0,0,0,0,0
80,rag_apple,1,1,0,1,0,0,0,0,0
81,normal_apple,0,0,5,6,0,0,0,0,0
81,rag_apple,1,0,2,3,2,1,0,0,0
82,normal_apple,1,1,0,1,0,0,0,0,0
82,rag_apple,1,1,0,1,0,0,0,0,0
83,normal_apple,1,0,1,2,2,2,0,0,0
83,rag_apple,1,0,2,3,2,1,0,0,0
84,normal_apple,1,1,0,1,0,0,0,0,0
84,rag_apple,1,0,1,2,1,1,0,0,0
85,normal_apple,1,1,0,1,0,0,0,0,0
85,rag_apple,1,0,3,4,3,1,0,0,0
86,normal_apple,1,0,1,2,0,0,0,0,0
86,rag_apple,1,0,1,2,1,1,0,0,0
87,normal_apple,1,1,0,1,0,0,0,0,0
87,rag_apple,1,1,0,1,0,0,0,0,0
88,normal_apple,1,0,5,6,13,4,0,0,0
88,rag_apple,1,1,0,1,0,0,0,0,0
89,normal_apple,1,0,1,2,4,4,0,0,0
89,rag_apple,1,0,3,4,3,1,0,0,0
90,normal_apple,1,0,2,3,3,2,0,0,0
90,rag_apple,1,1,0,1,0,0,0,0,0
91,normal_apple,1,0,1,2,0,0,0,0,0
91,rag_apple,1,0,1,2,1,1,0,0,0
92,normal_apple,1,1,0,1,0,0,0,0,0
92,rag_apple,1,1,0,1,0,0,0,0,0
93,normal_apple,0,0,5,6,29,4,5,0,0
93,rag_apple,1,0,1,2,1,1,0,0,0
94,normal_apple,1,1,0,1,0,0,0,0,0
94,rag_apple,1,1,0,1,0,0,0,0,0
95,normal_apple,1,1,0,1,0,0,0,0,0
95,rag_apple,1,1,0,1,0,0,0,0,0
96,normal_apple,1,1,0,1,0,0,0,0,0
96,rag_apple,1,0,1,2,2,2,0,0,0
97,normal_apple,0,0,5,6,0,0,0,0,0
97,rag_apple,1,1,0,1,0,0,0,0,0
98,normal_apple,1,1,0,1,0,0,0,0,0
98,rag_apple,1,1,0,1,0,0,0,0,0
99,normal_apple,1,0,1,2,1,1,0,0,0
99,rag_apple,1,1,0,1,0,0,0,0,0
100,normal_apple,1,1,0,1,0,0,0,0,0
100,rag_apple,1,1,0,1,0,0,0,0,0
